"No.","Time","Source","Destination","Protocol","Length","Name","Transaction ID","Info"
"102","50.904959","147.182.172.189","192.168.1.10","DNS","142","8f318a98c1b1617a3ca4ff13c3983cc614e74c61939d2da205.pumpkincorp.com","0x8736","Standard query response 0x8736 A 8f318a98c1b1617a3ca4ff13c3983cc614e74c61939d2da205.pumpkincorp.com A 147.182.172.189"
"103","51.757259","192.168.1.10","147.182.172.189","DNS","126","30988c62b493e22c325b148dd69bb8aa6424cab924a4847e56.pumpkincorp.com","0xc718","Standard query 0xc718 A 30988c62b493e22c325b148dd69bb8aa6424cab924a4847e56.pumpkincorp.com"
"104","51.933352","147.182.172.189","192.168.1.10","DNS","142","30988c62b493e22c325b148dd69bb8aa6424cab924a4847e56.pumpkincorp.com","0xc718","Standard query response 0xc718 A 30988c62b493e22c325b148dd69bb8aa6424cab924a4847e56.pumpkincorp.com A 147.182.172.189"
"105","52.801049","192.168.1.10","147.182.172.189","DNS","126","383015819908580cd00ac06640b700e6226321e65856180a91.pumpkincorp.com","0xddd7","Standard query 0xddd7 A 383015819908580cd00ac06640b700e6226321e65856180a91.pumpkincorp.com"
"106","53.058195","147.182.172.189","192.168.1.10","DNS","142","383015819908580cd00ac06640b700e6226321e65856180a91.pumpkincorp.com","0xddd7","Standard query response 0xddd7 A 383015819908580cd00ac06640b700e6226321e65856180a91.pumpkincorp.com A 147.182.172.189"
"107","53.897229","192.168.1.10","147.182.172.189","DNS","126","5b68d698665da7d3f1aa684d14cd00b26a849610daf3a43352.pumpkincorp.com","0x0266","Standard query 0x0266 A 5b68d698665da7d3f1aa684d14cd00b26a849610daf3a43352.pumpkincorp.com"
"108","54.079011","147.182.172.189","192.168.1.10","DNS","142","5b68d698665da7d3f1aa684d14cd00b26a849610daf3a43352.pumpkincorp.com","0x0266","Standard query response 0x0266 A 5b68d698665da7d3f1aa684d14cd00b26a849610daf3a43352.pumpkincorp.com A 147.182.172.189"
"109","54.944229","192.168.1.10","147.182.172.189","DNS","126","9ee9dce42e18c3285d30a0570951eb213663f44b5b22b01093.pumpkincorp.com","0x4db8","Standard query 0x4db8 A 9ee9dce42e18c3285d30a0570951eb213663f44b5b22b01093.pumpkincorp.com"
"110","55.101911","147.182.172.189","192.168.1.10","DNS","142","9ee9dce42e18c3285d30a0570951eb213663f44b5b22b01093.pumpkincorp.com","0x4db8","Standard query response 0x4db8 A 9ee9dce42e18c3285d30a0570951eb213663f44b5b22b01093.pumpkincorp.com A 147.182.172.189"
"111","55.927524","192.168.1.10","147.182.172.189","DNS","126","2e1960366c75992d6df0a6ad6e163d286de540a951136c3519.pumpkincorp.com","0x9512","Standard query 0x9512 A 2e1960366c75992d6df0a6ad6e163d286de540a951136c3519.pumpkincorp.com"
"112","56.127323","147.182.172.189","192.168.1.10","DNS","142","2e1960366c75992d6df0a6ad6e163d286de540a951136c3519.pumpkincorp.com","0x9512","Standard query response 0x9512 A 2e1960366c75992d6df0a6ad6e163d286de540a951136c3519.pumpkincorp.com A 147.182.172.189"
"113","56.972843","192.168.1.10","147.182.172.189","DNS","126","dd3ac3620cb553a1e882514e512b14a34e991fa0f4ea94c501.pumpkincorp.com","0x8674","Standard query 0x8674 A dd3ac3620cb553a1e882514e512b14a34e991fa0f4ea94c501.pumpkincorp.com"
"114","57.152954","147.182.172.189","192.168.1.10","DNS","142","dd3ac3620cb553a1e882514e512b14a34e991fa0f4ea94c501.pumpkincorp.com","0x8674","Standard query response 0x8674 A dd3ac3620cb553a1e882514e512b14a34e991fa0f4ea94c501.pumpkincorp.com A 147.182.172.189"
"115","58.023314","192.168.1.10","147.182.172.189","DNS","126","4abf4e59560cd6a647e7abde7e63727496be2caa2947caba9b.pumpkincorp.com","0xd39f","Standard query 0xd39f A 4abf4e59560cd6a647e7abde7e63727496be2caa2947caba9b.pumpkincorp.com"
"116","58.278058","147.182.172.189","192.168.1.10","DNS","142","4abf4e59560cd6a647e7abde7e63727496be2caa2947caba9b.pumpkincorp.com","0xd39f","Standard query response 0xd39f A 4abf4e59560cd6a647e7abde7e63727496be2caa2947caba9b.pumpkincorp.com A 147.182.172.189"
"117","59.124564","192.168.1.10","147.182.172.189","DNS","126","35108b237a59ac1c29176dde40160d64591dbd26dde04df696.pumpkincorp.com","0xc23a","Standard query 0xc23a A 35108b237a59ac1c29176dde40160d64591dbd26dde04df696.pumpkincorp.com"
"118","59.301442","147.182.172.189","192.168.1.10","DNS","142","35108b237a59ac1c29176dde40160d64591dbd26dde04df696.pumpkincorp.com","0xc23a","Standard query response 0xc23a A 35108b237a59ac1c29176dde40160d64591dbd26dde04df696.pumpkincorp.com A 147.182.172.189"
"119","60.200610","192.168.1.10","147.182.172.189","DNS","126","748305f74ae91c294b69c611b394ce91b21c6c86689d523a47.pumpkincorp.com","0xf8d2","Standard query 0xf8d2 A 748305f74ae91c294b69c611b394ce91b21c6c86689d523a47.pumpkincorp.com"
"120","60.428482","147.182.172.189","192.168.1.10","DNS","142","748305f74ae91c294b69c611b394ce91b21c6c86689d523a47.pumpkincorp.com","0xf8d2","Standard query response 0xf8d2 A 748305f74ae91c294b69c611b394ce91b21c6c86689d523a47.pumpkincorp.com A 147.182.172.189"
"121","61.289352","192.168.1.10","147.182.172.189","DNS","126","ca4e5834906515a949ef15027b8c52995b8e742b8b690aa5c7.pumpkincorp.com","0xfaa3","Standard query 0xfaa3 A ca4e5834906515a949ef15027b8c52995b8e742b8b690aa5c7.pumpkincorp.com"
"122","61.526654","147.182.172.189","192.168.1.10","DNS","142","ca4e5834906515a949ef15027b8c52995b8e742b8b690aa5c7.pumpkincorp.com","0xfaa3","Standard query response 0xfaa3 A ca4e5834906515a949ef15027b8c52995b8e742b8b690aa5c7.pumpkincorp.com A 147.182.172.189"
"123","62.322652","192.168.1.10","147.182.172.189","DNS","126","29d5a61b08b5c72946b5c984c6b439a79c9c3947faac5675b3.pumpkincorp.com","0x0fa7","Standard query 0x0fa7 A 29d5a61b08b5c72946b5c984c6b439a79c9c3947faac5675b3.pumpkincorp.com"
"124","62.589345","147.182.172.189","192.168.1.10","DNS","142","29d5a61b08b5c72946b5c984c6b439a79c9c3947faac5675b3.pumpkincorp.com","0x0fa7","Standard query response 0x0fa7 A 29d5a61b08b5c72946b5c984c6b439a79c9c3947faac5675b3.pumpkincorp.com A 147.182.172.189"
"125","63.411763","192.168.1.10","147.182.172.189","DNS","126","6bb485a08548311a946541116df70bdbfd86ed7ed3b62a6c0b.pumpkincorp.com","0x05f3","Standard query 0x05f3 A 6bb485a08548311a946541116df70bdbfd86ed7ed3b62a6c0b.pumpkincorp.com"
"126","63.613199","147.182.172.189","192.168.1.10","DNS","142","6bb485a08548311a946541116df70bdbfd86ed7ed3b62a6c0b.pumpkincorp.com","0x05f3","Standard query response 0x05f3 A 6bb485a08548311a946541116df70bdbfd86ed7ed3b62a6c0b.pumpkincorp.com A 147.182.172.189"
"127","64.422007","192.168.1.10","147.182.172.189","DNS","126","b37ed3b72ab4a5d53f605c684cbbdf30deaf48663efbc77df6.pumpkincorp.com","0xf4fb","Standard query 0xf4fb A b37ed3b72ab4a5d53f605c684cbbdf30deaf48663efbc77df6.pumpkincorp.com"
"128","64.626582","147.182.172.189","192.168.1.10","DNS","142","b37ed3b72ab4a5d53f605c684cbbdf30deaf48663efbc77df6.pumpkincorp.com","0xf4fb","Standard query response 0xf4fb A b37ed3b72ab4a5d53f605c684cbbdf30deaf48663efbc77df6.pumpkincorp.com A 147.182.172.189"
"129","65.441659","192.168.1.10","147.182.172.189","DNS","126","5ff369163ecd864ff3049fe6019fc2ce6199272cb0d9f0691e.pumpkincorp.com","0xddc1","Standard query 0xddc1 A 5ff369163ecd864ff3049fe6019fc2ce6199272cb0d9f0691e.pumpkincorp.com"
"130","65.650935","147.182.172.189","192.168.1.10","DNS","142","5ff369163ecd864ff3049fe6019fc2ce6199272cb0d9f0691e.pumpkincorp.com","0xddc1","Standard query response 0xddc1 A 5ff369163ecd864ff3049fe6019fc2ce6199272cb0d9f0691e.pumpkincorp.com A 147.182.172.189"
"131","66.486536","192.168.1.10","147.182.172.189","DNS","126","5f609172c0b8f99af141617cd0303e38605cd8eb668303c685.pumpkincorp.com","0xb60e","Standard query 0xb60e A 5f609172c0b8f99af141617cd0303e38605cd8eb668303c685.pumpkincorp.com"
"132","66.676902","147.182.172.189","192.168.1.10","DNS","142","5f609172c0b8f99af141617cd0303e38605cd8eb668303c685.pumpkincorp.com","0xb60e","Standard query response 0xb60e A 5f609172c0b8f99af141617cd0303e38605cd8eb668303c685.pumpkincorp.com A 147.182.172.189"
"133","67.526072","192.168.1.10","147.182.172.189","DNS","126","cdce1a1c302eec76f6a0617c201ad71ac645ca01e383d78cab.pumpkincorp.com","0x7101","Standard query 0x7101 A cdce1a1c302eec76f6a0617c201ad71ac645ca01e383d78cab.pumpkincorp.com"
"134","67.698333","147.182.172.189","192.168.1.10","DNS","142","cdce1a1c302eec76f6a0617c201ad71ac645ca01e383d78cab.pumpkincorp.com","0x7101","Standard query response 0x7101 A cdce1a1c302eec76f6a0617c201ad71ac645ca01e383d78cab.pumpkincorp.com A 147.182.172.189"
"135","68.507458","192.168.1.10","147.182.172.189","DNS","126","9df267bdd3b09e436ff574cea9791748564eaa99175adfce49.pumpkincorp.com","0x8554","Standard query 0x8554 A 9df267bdd3b09e436ff574cea9791748564eaa99175adfce49.pumpkincorp.com"
"136","68.722809","147.182.172.189","192.168.1.10","DNS","142","9df267bdd3b09e436ff574cea9791748564eaa99175adfce49.pumpkincorp.com","0x8554","Standard query response 0x8554 A 9df267bdd3b09e436ff574cea9791748564eaa99175adfce49.pumpkincorp.com A 147.182.172.189"
"137","69.571785","192.168.1.10","147.182.172.189","DNS","126","15f73954a9ef26b4ac41757bf440e3b92e0c6b07187e94302b.pumpkincorp.com","0x595d","Standard query 0x595d A 15f73954a9ef26b4ac41757bf440e3b92e0c6b07187e94302b.pumpkincorp.com"
"138","69.746617","147.182.172.189","192.168.1.10","DNS","142","15f73954a9ef26b4ac41757bf440e3b92e0c6b07187e94302b.pumpkincorp.com","0x595d","Standard query response 0x595d A 15f73954a9ef26b4ac41757bf440e3b92e0c6b07187e94302b.pumpkincorp.com A 147.182.172.189"
"139","71.603149","192.168.1.10","147.182.172.189","DNS","126","4e1bd02c87caddd4e250b7dc4eed1c522ba239543dcc34a065.pumpkincorp.com","0xc2c9","Standard query 0xc2c9 A 4e1bd02c87caddd4e250b7dc4eed1c522ba239543dcc34a065.pumpkincorp.com"
"140","71.794797","147.182.172.189","192.168.1.10","DNS","142","4e1bd02c87caddd4e250b7dc4eed1c522ba239543dcc34a065.pumpkincorp.com","0xc2c9","Standard query response 0xc2c9 A 4e1bd02c87caddd4e250b7dc4eed1c522ba239543dcc34a065.pumpkincorp.com A 147.182.172.189"
"141","72.630323","192.168.1.10","147.182.172.189","DNS","126","6d44265aa91cc802186fb2737a2239280de94940aea0123bb6.pumpkincorp.com","0xc14c","Standard query 0xc14c A 6d44265aa91cc802186fb2737a2239280de94940aea0123bb6.pumpkincorp.com"
"142","72.818633","147.182.172.189","192.168.1.10","DNS","142","6d44265aa91cc802186fb2737a2239280de94940aea0123bb6.pumpkincorp.com","0xc14c","Standard query response 0xc14c A 6d44265aa91cc802186fb2737a2239280de94940aea0123bb6.pumpkincorp.com A 147.182.172.189"
"143","73.620543","192.168.1.10","147.182.172.189","DNS","126","6bc3599652c02d6db860bf3b651a7a4e0c5d8fde0280cf4eee.pumpkincorp.com","0x324e","Standard query 0x324e A 6bc3599652c02d6db860bf3b651a7a4e0c5d8fde0280cf4eee.pumpkincorp.com"
"144","73.842390","147.182.172.189","192.168.1.10","DNS","142","6bc3599652c02d6db860bf3b651a7a4e0c5d8fde0280cf4eee.pumpkincorp.com","0x324e","Standard query response 0x324e A 6bc3599652c02d6db860bf3b651a7a4e0c5d8fde0280cf4eee.pumpkincorp.com A 147.182.172.189"
"145","74.637829","192.168.1.10","147.182.172.189","DNS","126","985caff31bc0c218529584b55ea53e94f04b446e03704f6e52.pumpkincorp.com","0x5160","Standard query 0x5160 A 985caff31bc0c218529584b55ea53e94f04b446e03704f6e52.pumpkincorp.com"
"146","74.867726","147.182.172.189","192.168.1.10","DNS","142","985caff31bc0c218529584b55ea53e94f04b446e03704f6e52.pumpkincorp.com","0x5160","Standard query response 0x5160 A 985caff31bc0c218529584b55ea53e94f04b446e03704f6e52.pumpkincorp.com A 147.182.172.189"
"147","75.700736","192.168.1.10","147.182.172.189","DNS","126","09bd9593b3fb7ecdee2652147b2826174c36a7f41a9afa6072.pumpkincorp.com","0x5ae3","Standard query 0x5ae3 A 09bd9593b3fb7ecdee2652147b2826174c36a7f41a9afa6072.pumpkincorp.com"
"148","75.890545","147.182.172.189","192.168.1.10","DNS","142","09bd9593b3fb7ecdee2652147b2826174c36a7f41a9afa6072.pumpkincorp.com","0x5ae3","Standard query response 0x5ae3 A 09bd9593b3fb7ecdee2652147b2826174c36a7f41a9afa6072.pumpkincorp.com A 147.182.172.189"
"149","76.705835","192.168.1.10","147.182.172.189","DNS","126","796bb5beae5a679631fef82345f8f355489868431330e0a2fc.pumpkincorp.com","0x50a6","Standard query 0x50a6 A 796bb5beae5a679631fef82345f8f355489868431330e0a2fc.pumpkincorp.com"
"150","76.916847","147.182.172.189","192.168.1.10","DNS","142","796bb5beae5a679631fef82345f8f355489868431330e0a2fc.pumpkincorp.com","0x50a6","Standard query response 0x50a6 A 796bb5beae5a679631fef82345f8f355489868431330e0a2fc.pumpkincorp.com A 147.182.172.189"
"151","77.696780","192.168.1.10","147.182.172.189","DNS","126","ee16617a4d89317419209d5fd0e08531c6c8052fadf30ba9f2.pumpkincorp.com","0x514b","Standard query 0x514b A ee16617a4d89317419209d5fd0e08531c6c8052fadf30ba9f2.pumpkincorp.com"
"152","77.833464","147.182.172.189","192.168.1.10","DNS","142","ee16617a4d89317419209d5fd0e08531c6c8052fadf30ba9f2.pumpkincorp.com","0x514b","Standard query response 0x514b A ee16617a4d89317419209d5fd0e08531c6c8052fadf30ba9f2.pumpkincorp.com A 147.182.172.189"
"153","78.634833","192.168.1.10","147.182.172.189","DNS","126","e177f5fc7ca4e423919ac9446607d9039e8e58b58ca1d5b44a.pumpkincorp.com","0xb406","Standard query 0xb406 A e177f5fc7ca4e423919ac9446607d9039e8e58b58ca1d5b44a.pumpkincorp.com"
"154","78.860558","147.182.172.189","192.168.1.10","DNS","142","e177f5fc7ca4e423919ac9446607d9039e8e58b58ca1d5b44a.pumpkincorp.com","0xb406","Standard query response 0xb406 A e177f5fc7ca4e423919ac9446607d9039e8e58b58ca1d5b44a.pumpkincorp.com A 147.182.172.189"
"155","79.669441","192.168.1.10","147.182.172.189","DNS","126","ae7afe5552d854ab36c9198ddcb96380115939f823057ec5f7.pumpkincorp.com","0xb410","Standard query 0xb410 A ae7afe5552d854ab36c9198ddcb96380115939f823057ec5f7.pumpkincorp.com"
"156","79.884391","147.182.172.189","192.168.1.10","DNS","142","ae7afe5552d854ab36c9198ddcb96380115939f823057ec5f7.pumpkincorp.com","0xb410","Standard query response 0xb410 A ae7afe5552d854ab36c9198ddcb96380115939f823057ec5f7.pumpkincorp.com A 147.182.172.189"
"157","80.698651","192.168.1.10","147.182.172.189","DNS","126","2b867ead5cad2ab77b5c6e636dde4deea5315c9e5448ddaa64.pumpkincorp.com","0xb361","Standard query 0xb361 A 2b867ead5cad2ab77b5c6e636dde4deea5315c9e5448ddaa64.pumpkincorp.com"
"158","80.908641","147.182.172.189","192.168.1.10","DNS","142","2b867ead5cad2ab77b5c6e636dde4deea5315c9e5448ddaa64.pumpkincorp.com","0xb361","Standard query response 0xb361 A 2b867ead5cad2ab77b5c6e636dde4deea5315c9e5448ddaa64.pumpkincorp.com A 147.182.172.189"
"159","81.728143","192.168.1.10","147.182.172.189","DNS","126","bda2700537f6fe066067dba2d5747ec1145a2884ece9fd4a61.pumpkincorp.com","0xa33b","Standard query 0xa33b A bda2700537f6fe066067dba2d5747ec1145a2884ece9fd4a61.pumpkincorp.com"
"160","81.932376","147.182.172.189","192.168.1.10","DNS","142","bda2700537f6fe066067dba2d5747ec1145a2884ece9fd4a61.pumpkincorp.com","0xa33b","Standard query response 0xa33b A bda2700537f6fe066067dba2d5747ec1145a2884ece9fd4a61.pumpkincorp.com A 147.182.172.189"
"161","82.777710","192.168.1.10","147.182.172.189","DNS","126","6e0ce74db1d80be01d24dadc42ac5e154b77b18242e8b446f9.pumpkincorp.com","0x5b00","Standard query 0x5b00 A 6e0ce74db1d80be01d24dadc42ac5e154b77b18242e8b446f9.pumpkincorp.com"
"162","82.956972","147.182.172.189","192.168.1.10","DNS","142","6e0ce74db1d80be01d24dadc42ac5e154b77b18242e8b446f9.pumpkincorp.com","0x5b00","Standard query response 0x5b00 A 6e0ce74db1d80be01d24dadc42ac5e154b77b18242e8b446f9.pumpkincorp.com A 147.182.172.189"
"163","83.668676","192.168.1.10","147.182.172.189","DNS","126","b5eabd241c6bbc9ed0786773e3a38f3f3f7cb52effa4bd73a4.pumpkincorp.com","0x605a","Standard query 0x605a A b5eabd241c6bbc9ed0786773e3a38f3f3f7cb52effa4bd73a4.pumpkincorp.com"
"164","83.878903","147.182.172.189","192.168.1.10","DNS","142","b5eabd241c6bbc9ed0786773e3a38f3f3f7cb52effa4bd73a4.pumpkincorp.com","0x605a","Standard query response 0x605a A b5eabd241c6bbc9ed0786773e3a38f3f3f7cb52effa4bd73a4.pumpkincorp.com A 147.182.172.189"
"165","84.695021","192.168.1.10","147.182.172.189","DNS","126","11a5373af1e73acd25bbd577e07b2e7bf92502dc8eef255896.pumpkincorp.com","0x174a","Standard query 0x174a A 11a5373af1e73acd25bbd577e07b2e7bf92502dc8eef255896.pumpkincorp.com"
"166","84.902867","147.182.172.189","192.168.1.10","DNS","142","11a5373af1e73acd25bbd577e07b2e7bf92502dc8eef255896.pumpkincorp.com","0x174a","Standard query response 0x174a A 11a5373af1e73acd25bbd577e07b2e7bf92502dc8eef255896.pumpkincorp.com A 147.182.172.189"
"167","85.759496","192.168.1.10","147.182.172.189","DNS","126","80efa3ddd407e153d65fc916edaec228c5374418d840de7428.pumpkincorp.com","0x060e","Standard query 0x060e A 80efa3ddd407e153d65fc916edaec228c5374418d840de7428.pumpkincorp.com"
"168","85.925748","147.182.172.189","192.168.1.10","DNS","142","80efa3ddd407e153d65fc916edaec228c5374418d840de7428.pumpkincorp.com","0x060e","Standard query response 0x060e A 80efa3ddd407e153d65fc916edaec228c5374418d840de7428.pumpkincorp.com A 147.182.172.189"
"169","86.745703","192.168.1.10","147.182.172.189","DNS","126","88c86e37f33de74902a12bc110c35802d233f05328adc9f752.pumpkincorp.com","0xe944","Standard query 0xe944 A 88c86e37f33de74902a12bc110c35802d233f05328adc9f752.pumpkincorp.com"
"170","86.949940","147.182.172.189","192.168.1.10","DNS","142","88c86e37f33de74902a12bc110c35802d233f05328adc9f752.pumpkincorp.com","0xe944","Standard query response 0xe944 A 88c86e37f33de74902a12bc110c35802d233f05328adc9f752.pumpkincorp.com A 147.182.172.189"
"171","87.801055","192.168.1.10","147.182.172.189","DNS","126","0cc20d94eed3c7bfa083930f536338d53ae5cb0cb5b22da993.pumpkincorp.com","0x4a6c","Standard query 0x4a6c A 0cc20d94eed3c7bfa083930f536338d53ae5cb0cb5b22da993.pumpkincorp.com"
"172","87.974394","147.182.172.189","192.168.1.10","DNS","142","0cc20d94eed3c7bfa083930f536338d53ae5cb0cb5b22da993.pumpkincorp.com","0x4a6c","Standard query response 0x4a6c A 0cc20d94eed3c7bfa083930f536338d53ae5cb0cb5b22da993.pumpkincorp.com A 147.182.172.189"
"173","88.824883","192.168.1.10","147.182.172.189","DNS","126","1b183cc238f970363d3386e48fd629fca9c4575defafd18fb7.pumpkincorp.com","0x00e8","Standard query 0x00e8 A 1b183cc238f970363d3386e48fd629fca9c4575defafd18fb7.pumpkincorp.com"
"174","88.997980","147.182.172.189","192.168.1.10","DNS","142","1b183cc238f970363d3386e48fd629fca9c4575defafd18fb7.pumpkincorp.com","0x00e8","Standard query response 0x00e8 A 1b183cc238f970363d3386e48fd629fca9c4575defafd18fb7.pumpkincorp.com A 147.182.172.189"
"175","89.848734","192.168.1.10","147.182.172.189","DNS","126","5062939d7be09b20068fa50de22afb797e5727ecc2f1735eec.pumpkincorp.com","0x32b6","Standard query 0x32b6 A 5062939d7be09b20068fa50de22afb797e5727ecc2f1735eec.pumpkincorp.com"
"176","90.022065","147.182.172.189","192.168.1.10","DNS","142","5062939d7be09b20068fa50de22afb797e5727ecc2f1735eec.pumpkincorp.com","0x32b6","Standard query response 0x32b6 A 5062939d7be09b20068fa50de22afb797e5727ecc2f1735eec.pumpkincorp.com A 147.182.172.189"
"177","90.867175","192.168.1.10","147.182.172.189","DNS","126","d281e74a241d942bd5bba84f37a9bcdbaf0fadab7b7bb522cf.pumpkincorp.com","0xbe4f","Standard query 0xbe4f A d281e74a241d942bd5bba84f37a9bcdbaf0fadab7b7bb522cf.pumpkincorp.com"
"178","91.045999","147.182.172.189","192.168.1.10","DNS","142","d281e74a241d942bd5bba84f37a9bcdbaf0fadab7b7bb522cf.pumpkincorp.com","0xbe4f","Standard query response 0xbe4f A d281e74a241d942bd5bba84f37a9bcdbaf0fadab7b7bb522cf.pumpkincorp.com A 147.182.172.189"
"179","91.881814","192.168.1.10","147.182.172.189","DNS","126","d6e583fdfdf2fa9bdd9a1be7e7a43269b55edddf7ebb99da2b.pumpkincorp.com","0x4a4a","Standard query 0x4a4a A d6e583fdfdf2fa9bdd9a1be7e7a43269b55edddf7ebb99da2b.pumpkincorp.com"
"180","92.069762","147.182.172.189","192.168.1.10","DNS","142","d6e583fdfdf2fa9bdd9a1be7e7a43269b55edddf7ebb99da2b.pumpkincorp.com","0x4a4a","Standard query response 0x4a4a A d6e583fdfdf2fa9bdd9a1be7e7a43269b55edddf7ebb99da2b.pumpkincorp.com A 147.182.172.189"
"181","92.919380","192.168.1.10","147.182.172.189","DNS","126","8a5d48d7f6fca135b3afaf5b6c16d87bcdbc5269182f55ab51.pumpkincorp.com","0x25c0","Standard query 0x25c0 A 8a5d48d7f6fca135b3afaf5b6c16d87bcdbc5269182f55ab51.pumpkincorp.com"
"182","93.057456","147.182.172.189","192.168.1.10","DNS","142","8a5d48d7f6fca135b3afaf5b6c16d87bcdbc5269182f55ab51.pumpkincorp.com","0x25c0","Standard query response 0x25c0 A 8a5d48d7f6fca135b3afaf5b6c16d87bcdbc5269182f55ab51.pumpkincorp.com A 147.182.172.189"
"183","93.900802","192.168.1.10","147.182.172.189","DNS","126","a0ffe102de6380d344426bb25a5e2201d28c9b90beee956b1b.pumpkincorp.com","0xd0ea","Standard query 0xd0ea A a0ffe102de6380d344426bb25a5e2201d28c9b90beee956b1b.pumpkincorp.com"
"184","94.118482","147.182.172.189","192.168.1.10","DNS","142","a0ffe102de6380d344426bb25a5e2201d28c9b90beee956b1b.pumpkincorp.com","0xd0ea","Standard query response 0xd0ea A a0ffe102de6380d344426bb25a5e2201d28c9b90beee956b1b.pumpkincorp.com A 147.182.172.189"
"185","95.006630","192.168.1.10","147.182.172.189","DNS","126","736d811a1d755169bd8bfb272f8a08566e64ff8b42a429a94d.pumpkincorp.com","0xb7bb","Standard query 0xb7bb A 736d811a1d755169bd8bfb272f8a08566e64ff8b42a429a94d.pumpkincorp.com"
"186","95.244518","147.182.172.189","192.168.1.10","DNS","142","736d811a1d755169bd8bfb272f8a08566e64ff8b42a429a94d.pumpkincorp.com","0xb7bb","Standard query response 0xb7bb A 736d811a1d755169bd8bfb272f8a08566e64ff8b42a429a94d.pumpkincorp.com A 147.182.172.189"
"187","96.132684","192.168.1.10","147.182.172.189","DNS","126","0fc32029cdd557f56d67273a529a9b450c76742f8c871ed9e1.pumpkincorp.com","0x2bac","Standard query 0x2bac A 0fc32029cdd557f56d67273a529a9b450c76742f8c871ed9e1.pumpkincorp.com"
"188","96.371193","147.182.172.189","192.168.1.10","DNS","142","0fc32029cdd557f56d67273a529a9b450c76742f8c871ed9e1.pumpkincorp.com","0x2bac","Standard query response 0x2bac A 0fc32029cdd557f56d67273a529a9b450c76742f8c871ed9e1.pumpkincorp.com A 147.182.172.189"
"189","97.219927","192.168.1.10","147.182.172.189","DNS","126","e22b975d398bd7fa937f00504b0708ab4dfad36d0600001a18.pumpkincorp.com","0x20eb","Standard query 0x20eb A e22b975d398bd7fa937f00504b0708ab4dfad36d0600001a18.pumpkincorp.com"
"190","97.394557","147.182.172.189","192.168.1.10","DNS","142","e22b975d398bd7fa937f00504b0708ab4dfad36d0600001a18.pumpkincorp.com","0x20eb","Standard query response 0x20eb A e22b975d398bd7fa937f00504b0708ab4dfad36d0600001a18.pumpkincorp.com A 147.182.172.189"
"191","99.258234","192.168.1.10","147.182.172.189","DNS","126","0000504b0304140008080800a52c4755000000000000000000.pumpkincorp.com","0x6366","Standard query 0x6366 A 0000504b0304140008080800a52c4755000000000000000000.pumpkincorp.com"
"192","99.443030","147.182.172.189","192.168.1.10","DNS","142","0000504b0304140008080800a52c4755000000000000000000.pumpkincorp.com","0x6366","Standard query response 0x6366 A 0000504b0304140008080800a52c4755000000000000000000.pumpkincorp.com A 147.182.172.189"
"193","100.276878","192.168.1.10","147.182.172.189","DNS","126","00000023000000786c2f776f726b7368656574732f5f72656c.pumpkincorp.com","0xa95b","Standard query 0xa95b A 00000023000000786c2f776f726b7368656574732f5f72656c.pumpkincorp.com"
"194","100.466629","147.182.172.189","192.168.1.10","DNS","142","00000023000000786c2f776f726b7368656574732f5f72656c.pumpkincorp.com","0xa95b","Standard query response 0xa95b A 00000023000000786c2f776f726b7368656574732f5f72656c.pumpkincorp.com A 147.182.172.189"
"195","101.308388","192.168.1.10","147.182.172.189","DNS","126","732f7368656574312e786d6c2e72656c738dcf4b0ac2301006.pumpkincorp.com","0x8748","Standard query 0x8748 A 732f7368656574312e786d6c2e72656c738dcf4b0ac2301006.pumpkincorp.com"
"196","101.490642","147.182.172.189","192.168.1.10","DNS","142","732f7368656574312e786d6c2e72656c738dcf4b0ac2301006.pumpkincorp.com","0x8748","Standard query response 0x8748 A 732f7368656574312e786d6c2e72656c738dcf4b0ac2301006.pumpkincorp.com A 147.182.172.189"
"197","102.313711","192.168.1.10","147.182.172.189","DNS","126","e0137887307b93d6858834ed46846ea51e6048a60f6c1e24f1.pumpkincorp.com","0x68a7","Standard query 0x68a7 A e0137887307b93d6858834ed46846ea51e6048a60f6c1e24f1.pumpkincorp.com"
"198","102.514829","147.182.172.189","192.168.1.10","DNS","142","e0137887307b93d6858834ed46846ea51e6048a60f6c1e24f1.pumpkincorp.com","0x68a7","Standard query response 0x68a7 A e0137887307b93d6858834ed46846ea51e6048a60f6c1e24f1.pumpkincorp.com A 147.182.172.189"
"199","103.382311","192.168.1.10","147.182.172.189","DNS","126","d1db9b8da2e0c2e5cccf7cc35f350f33b31b8538392ba1e405.pumpkincorp.com","0x4e3b","Standard query 0x4e3b A d1db9b8da2e0c2e5cccf7cc35f350f33b31b8538392ba1e405.pumpkincorp.com"
"200","103.538674","147.182.172.189","192.168.1.10","DNS","142","d1db9b8da2e0c2e5cccf7cc35f350f33b31b8538392ba1e405.pumpkincorp.com","0x4e3b","Standard query response 0x4e3b A d1db9b8da2e0c2e5cccf7cc35f350f33b31b8538392ba1e405.pumpkincorp.com A 147.182.172.189"
"201","104.396237","192.168.1.10","147.182.172.189","DNS","126","30b2cae9c90e12cedd71bd0316135a8db3b32461a1084dbdaa.pumpkincorp.com","0xec45","Standard query 0xec45 A 30b2cae9c90e12cedd71bd0316135a8db3b32461a1084dbdaa.pumpkincorp.com"
